P19,18.64
P20,29.91
P279,48.96
P37,56.73
P413,23.21
P449,35.0
P47,10.76
P138,69.0
P364,46.26
P463,31.11
P101,3.88
P106,5.01
P527,23.98
P530,2.71
P176,86.43
P27,42.13
P407,68.19
P30,76.0
P178,69.2
P1376,57.51
P131,24.86
P1412,71.21
P108,13.05
P136,24.38
P17,26.02
P39,26.91
P264,37.53
P276,19.83
P937,40.67
P140,73.15
P1303,17.07
P127,34.5
P103,80.45
P190,1.61
P1001,69.9
P31,44.47
P495,36.74
P159,34.95
P36,59.54
P740,13.25
P361,35.94
avg,0.3879716420734631
