P19,19.92
P20,32.42
P279,48.34
P37,56.73
P413,14.6
P449,33.52
P47,12.07
P138,66.2
P364,46.61
P463,50.67
P101,5.46
P106,1.57
P527,26.95
P530,3.92
P176,85.41
P27,41.41
P407,69.56
P30,79.28
P178,66.16
P1376,68.24
P131,25.77
P1412,69.87
P108,4.96
P136,11.39
P17,30.65
P39,8.97
P264,37.3
P276,19.21
P937,40.78
P140,69.77
P1303,16.12
P127,37.85
P103,82.29
P190,1.41
P1001,72.33
P31,40.67
P495,37.18
P159,35.78
P36,61.82
P740,13.46
P361,39.38
avg,0.3868167021361083
