P19,20.02
P20,32.32
P279,46.47
P37,56.63
P413,1.05
P449,32.61
P47,10.22
P138,68.54
P364,45.21
P463,52.89
P101,5.46
P106,1.88
P527,25.31
P530,3.82
P176,84.17
P27,39.86
P407,68.99
P30,79.49
P178,63.96
P1376,66.95
P131,23.95
P1412,69.14
P108,6.79
P136,10.2
P17,23.55
P39,11.77
P264,37.3
P276,21.82
P937,39.83
P140,68.92
P1303,19.28
P127,36.24
P103,83.01
P190,1.61
P1001,73.61
P31,40.46
P495,36.41
P159,34.95
P36,61.54
P740,12.5
P361,37.34
avg,0.3795268456655864
