P19,18.22
P20,28.65
P279,47.3
P37,54.14
P413,1.47
P449,36.02
P47,12.61
P138,69.31
P364,46.61
P463,27.56
P101,4.89
P106,3.34
P527,28.59
P530,3.31
P176,86.95
P27,40.17
P407,68.19
P30,66.97
P178,69.2
P1376,63.52
P131,27.24
P1412,71.41
P108,25.07
P136,27.93
P17,27.31
P39,23.65
P264,37.53
P276,33.51
P937,38.05
P140,71.04
P1303,18.97
P127,37.41
P103,80.45
P190,1.21
P1001,77.03
P31,41.87
P495,38.72
P159,34.54
P36,58.97
P740,13.46
P361,33.91
avg,0.3893402466870701
