P19,18.43
P20,30.85
P279,50.31
P37,54.76
P413,3.47
P449,33.86
P47,12.61
P138,68.85
P364,42.52
P463,21.78
P101,4.74
P106,2.61
P527,30.33
P530,3.11
P176,83.56
P27,42.13
P407,68.3
P30,75.79
P178,66.33
P1376,66.09
P131,27.13
P1412,71.21
P108,12.27
P136,42.96
P17,22.47
P39,28.03
P264,37.53
P276,25.57
P937,38.16
P140,74.63
P1303,18.34
P127,44.4
P103,81.06
P190,1.92
P1001,75.61
P31,41.43
P495,38.17
P159,34.85
P36,59.69
P740,13.57
P361,37.77
avg,0.39199925571868904
